Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Dan Jennings","FLA","A,A-,A+,AA,AAA,R","21-32",338,0.33159541,2.47004608,0.17884406,0.58451472,0.23664122,0.16129032,0.05990783,0.40847983,0.2254395,0.36608066,0.15146865,1613,2949,4562,"8073"
"Stephen Fife","BOS","A,A-,A+,AA,AAA,R","21-31",812.2,0.32747421,1.71501926,0.18181818,0.51682785,0.30135397,0.18356868,0.07958922,0.48160661,0.22334835,0.29504505,0.13044785,3241,6740,9981,"8077"
"Kevin Hart","BAL","A,A+,AA,AAA","23-27",440.2,0.28708901,1.33935018,0.19,0.46375,0.34625,0.18772563,0.10469314,0.43772672,0.25634825,0.30592503,0.15399036,1300,2434,3734,"8079"
"Dallas Braden","OAK","A+,AA,AAA,R","22-26",170.2,0.29716981,1.09022556,0.19186047,0.42151163,0.38662791,0.33082707,0.11278195,0.38935574,0.26890756,0.34173669,0.13832078,586,1272,1858,"8099"
"Michael Schwimer","PHI","A-,A+,AA,AAA","22-27",258.1,0.30582524,1.24766355,0.20627063,0.44059406,0.35313531,0.22897196,0.06542056,0.41533546,0.23162939,0.35303514,0.25326371,942,2122,3064,"8103"
"Bryan Shaw","ARI","A,A+,AA,AAA,R","20-35",320.1,0.29229122,1.84476534,0.14067612,0.55725191,0.30207197,0.15162455,0.07581227,0.42016807,0.22478992,0.35504202,0.1548171,1309,2573,3882,"8110"
"Randy Choate","ARI","A+,AA,AAA,R","30-40",186,0.32432432,3.10843373,0.1822542,0.61870504,0.19904077,0.13253012,0.09638554,0.3912037,0.23148148,0.37731481,0.08083966,831,1408,2239,"813"
"Matt Langwell","CLE","A,A-,A+,AA,AAA","22-27",354,0.31059063,1.11229947,0.18556701,0.42886598,0.38556701,0.20320856,0.05347594,0.36136136,0.25125125,0.38738739,0.16792041,1292,2829,4121,"8130"
"Jaime Garcia","STL","A,A+,AA,AAA,R","19-31",441.1,0.29967427,2.10047847,0.15072084,0.57536042,0.27391874,0.16746411,0.14832536,0.50566038,0.24150943,0.25283019,0.15448792,1209,2267,3476,"8137"
"Brandon Claussen","CIN","AAA,R","27-28",57,0.35714286,1,0.18518519,0.40740741,0.40740741,0.18181818,0.09090909,0.51327434,0.20353982,0.28318584,0.14718615,134,328,462,"814"
"Roger Clemens","HOU","A,A+,AA,AAA","43-44",30,0.26027397,1.38461538,0.27906977,0.41860465,0.30232558,0.07692308,0.07692308,0.52272727,0.11363636,0.36363636,0.16489362,61,127,188,"815"
"Neil Wagner","CLE","A,A-,A+,AA,AAA,R","22-33",561,0.32539683,1.54788419,0.19266055,0.49047283,0.31686662,0.19376392,0.05345212,0.34355828,0.24335378,0.41308793,0.16666667,2390,4888,7278,"8162"
"Robert Manuel","CIN","A,A+,AA,AAA","22-26",371,0.27725564,0.54094828,0.17053364,0.29118329,0.53828306,0.29741379,0.03232759,0.36312217,0.26696833,0.3699095,0.18759595,853,2404,3257,"817"
"Yovani Gallardo","MIL","A+,AA,AAA","20-32",311,0.29536424,1.26388889,0.17258883,0.46192893,0.36548223,0.19444444,0.0625,0.42039801,0.28358209,0.2960199,0.10505987,970,1619,2589,"8173"
"Kevin Siegrist","STL","A,A-,A+,AA,AAA,R","18-27",333.2,0.25164114,1.13296399,0.14444444,0.45444444,0.40111111,0.25761773,0.05817175,0.40106952,0.26737968,0.3315508,0.19218847,1009,2217,3226,"8180"
"Nick Greenwood","SDP","A,A-,A+,AA,AAA","21-28",732,0.30556718,1.79971989,0.1558277,0.54265203,0.30152027,0.16946779,0.08683473,0.46718304,0.24704444,0.28577252,0.11321174,2927,6065,8992,"8182"
"Steven Wright","CLE","A,A+,AA,AAA","22-36",1076.2,0.30140406,1.31134565,0.17926296,0.46564647,0.35509057,0.20404573,0.0826737,0.40248711,0.24992417,0.34758872,0.14164176,4395,8652,13047,"8185"
"Cole De Vries","MIN","A,A+,AA,AAA,R","22-28",750.2,0.31814381,1.07264957,0.19065499,0.4188569,0.39048811,0.19337607,0.08119658,0.44660983,0.24685343,0.30653674,0.15544541,1933,5330,7263,"8201"
"Cha Seung Baek","SEA","A,A+,AA,AAA,R","26-29",206,0.28298887,0.80722892,0.20212766,0.35638298,0.44148936,0.22891566,0.08433735,0.46700508,0.19796954,0.33502538,0.12607099,272,545,817,"8214"
"Brett Anderson","ARI","A,A+,AA,AAA,R","19-30",372,0.34191176,2.07641196,0.14100186,0.57977737,0.27922078,0.16943522,0.08305648,0.42677448,0.2228212,0.35040431,0.18627451,1132,2948,4080,"8223"
"Darren Clarke","COL","A+,AA","25-27",67.2,0.26380368,0.79591837,0.21428571,0.34821429,0.4375,0.24489796,0.16326531,0.46086957,0.2,0.33913043,0.13572543,232,409,641,"8226"
"Jae Kuk Ryu","CHC","AAA","23-25",235.1,0.29032258,1.65168539,0.15714286,0.525,0.31785714,0.16853933,0.06741573,0.54545455,0.22377622,0.23076923,0.11780278,554,957,1511,"8228"
"Orlando Hernandez","NYM","A+,AA,AAA,R","38-40",42.1,0.23469388,1.05,0.13684211,0.44210526,0.42105263,0.25,0.075,0.47524752,0.22772277,0.2970297,0.26618705,115,302,417,"823"
"David Robertson","NYY","A,A+,AA,AAA","22-36",160.2,0.25748503,1.75247525,0.13125,0.553125,0.315625,0.17821782,0.00990099,0.41616766,0.18862275,0.39520958,0.23399433,512,1253,1765,"8241"
"J.P. Howell","TBD","A+,AAA","23-34",235,0.31378764,1.64655172,0.16348774,0.52043597,0.31607629,0.13793103,0.14655172,0.5492228,0.25647668,0.19430052,0.13917051,802,1368,2170,"8245"
"Paolo Espino","CLE","A,A+,AA,AAA,R","20-36",1560.2,0.30033822,1.00982533,0.18250444,0.410746,0.40674956,0.18613537,0.09989083,0.46616052,0.26767896,0.26616052,0.125,6685,13619,20304,"8246"
"Taylor Tankersley","FLA","A+,AA,AAA","23-28",152,0.30827068,0.7755102,0.23684211,0.33333333,0.42982456,0.25170068,0.0952381,0.35955056,0.28651685,0.35393258,0.12785589,860,1416,2276,"8249"
"Billy Buckner","KCR","A+,AA,AAA","22-32",1118.1,0.31548312,1.26845638,0.19633152,0.44938859,0.35427989,0.17066155,0.09012464,0.4985173,0.25140033,0.25008237,0.0920535,5961,9291,15252,"8253"
"Huston Street","OAK","A+,AA,AAA","23-33",19.2,0.30909091,1.3,0.19298246,0.45614035,0.35087719,0.3,0.1,0.47368421,0.28070175,0.24561404,0.13961039,108,200,308,"8258"
"Sean Gallagher","CHC","A+,AA,AAA","20-28",768.1,0.29440938,1.29541864,0.18508132,0.45989905,0.35501963,0.18957346,0.09004739,0.4379085,0.23529412,0.32679739,0.08673139,3658,5612,9270,"8261"
"Ross Ohlendorf","ARI","A+,AA,AAA,R","23-32",575,0.32029902,1.0826087,0.19087838,0.42060811,0.38851351,0.19782609,0.07391304,0.46052632,0.23190789,0.30756579,0.11468984,2091,3777,5868,"8268"
"Casey Coleman","CHC","A,A-,A+,AA,AAA","20-31",918.1,0.29344321,1.39701174,0.18858382,0.47290462,0.33851156,0.19530416,0.08964781,0.44033496,0.2547104,0.30495464,0.08422085,5449,8823,14272,"8270"
"Tony Sipp","CLE","A+,AA,AAA,R","22-35",140,0.29216867,0.81927711,0.18378378,0.36756757,0.44864865,0.25301205,0.07228916,0.46632124,0.21761658,0.31606218,0.22619048,305,703,1008,"8280"
"Randy Keisler","OAK","AAA","30-35",528,0.32254197,1.36830835,0.17029257,0.47936984,0.35033758,0.21841542,0.08351178,0.44170891,0.25416365,0.30412744,0.09269905,2670,4288,6958,"830"
"JC Ramirez","SEA","A,A-,A+,AA,AAA,R","17-33",985.1,0.29016787,1.00606061,0.15376187,0.42439737,0.42184076,0.23376623,0.07792208,0.41236749,0.25441696,0.33321555,0.17626088,2938,6599,9537,"8302"
"Brandon Knight","PIT","AA,AAA","30-33",196.1,0.31547619,1.24626866,0.16620499,0.46260388,0.37119114,0.19402985,0.1119403,0.45923913,0.23641304,0.30434783,0.10454115,742,1372,2114,"831"
"Ted Lilly","CHC","A,A+,AAA","33-37",57.1,0.29518072,0.81481481,0.125,0.39285714,0.48214286,0.16049383,0.12345679,0.44067797,0.26553672,0.29378531,0.2354049,120,411,531,"833"
"Lucas Luetge","MIL","A,A+,AA,AAA,R","21-36",615.1,0.32004622,1.39341421,0.19475219,0.46880466,0.33644315,0.17850953,0.08838821,0.48285554,0.22934233,0.28780214,0.16097791,3061,5406,8467,"8337"
"Jared Burton","OAK","A,A+,AA,AAA,R","25-34",178.1,0.29090909,1.28431373,0.17081851,0.46619217,0.36298932,0.20588235,0.07843137,0.42268041,0.25085911,0.32646048,0.13549618,546,1026,1572,"8346"
"AJ Ramos","FLA","A,A-,A+,AA,AAA","22-34",265.1,0.29215359,1.03673469,0.16555184,0.42474916,0.409699,0.28571429,0.06938776,0.44715447,0.23902439,0.31382114,0.2464986,999,2214,3213,"8350"
"Alberto Cabrera","CHC","A,A-,A+,AA,AAA,R","17-26",841,0.32078494,1.32469136,0.17339772,0.47102722,0.35557507,0.18518519,0.0962963,0.4671471,0.23018228,0.30267062,0.14506081,3660,6453,10113,"8352"
"Zach Jackson","MIL","AA,AAA","23-31",936.1,0.31595986,1.60067492,0.16079855,0.51651543,0.32268603,0.17660292,0.10348706,0.46281283,0.23933733,0.29784984,0.07256827,4884,8152,13036,"8356"
"David Purcey","TOR","AA,AAA","24-32",607,0.31122746,1.05500982,0.19165379,0.41499227,0.39335394,0.21021611,0.05697446,0.39894816,0.24567994,0.3553719,0.12043896,2732,4558,7290,"8360"
"Homer Bailey","CIN","A,A+,AA,AAA,CPX","20-35",612,0.3079565,1.16538462,0.19914651,0.43100996,0.36984353,0.20769231,0.08846154,0.42036011,0.24376731,0.33587258,0.10212323,2748,4929,7677,"8362"
"Eric Hurley","TEX","A+,AA,AAA","20-26",577.2,0.29335685,0.84640523,0.17457999,0.37837838,0.44704164,0.21732026,0.10947712,0.46614398,0.25801853,0.27583749,0.1116527,2395,4170,6565,"8364"
"Troy Patton","HOU","A+,AA,AAA,R","20-29",626.1,0.28667703,0.9137931,0.18654231,0.38840773,0.42504997,0.22413793,0.07680251,0.44358478,0.24500322,0.31141199,0.11128075,1898,3997,5895,"8368"
"Mitch Atkins","CHC","A,A+,AA,AAA","20-31",1391.2,0.29279609,0.74264706,0.18210778,0.34855323,0.469339,0.22228507,0.0888009,0.45696562,0.27112949,0.27190488,0.11162712,6046,11611,17657,"8369"
"Jason Windsor","OAK","AA,AAA,R","23-25",243.1,0.34293553,1.17391304,0.17218543,0.44701987,0.3807947,0.28695652,0.06956522,0.47727273,0.23701299,0.28571429,0.08724389,592,921,1513,"8373"
"Brad Bergesen","BAL","A,A+,AA,AAA","20-26",534,0.28678592,1.55345912,0.14406184,0.52073085,0.33520731,0.14046122,0.06918239,0.46766508,0.21170865,0.32062628,0.15240779,967,2937,3904,"8375"
"Andy Pettitte","NYY","A+,AA,AAA","40-40",17,0.33928571,1.47368421,0.12962963,0.51851852,0.35185185,0.10526316,0,0.46428571,0.26785714,0.26785714,0.16267943,56,153,209,"840"
"Steve Geltz","LAA","A+,AA,AAA,R","20-29",424.2,0.27911857,0.59338521,0.15305067,0.31540848,0.53154085,0.28210117,0.07782101,0.39513678,0.25329281,0.35157042,0.18392326,1979,4067,6046,"8402"
"Alfredo Figaro","DET","A,A-,A+,AA,AAA,R","21-31",596.1,0.30858086,1.54307116,0.19022063,0.49135361,0.31842576,0.18539326,0.05430712,0.42241379,0.23793103,0.33965517,0.16143498,1733,4288,6021,"8404"
"Deolis Guerra","NYM","A,A+,AA,AAA,CPX,R","17-34",1021,0.29683288,1.02712477,0.18264674,0.4141451,0.40320817,0.23869801,0.08047016,0.5023107,0.24137931,0.25630999,0.16877764,3057,6891,9948,"8410"
"Bill Pulsipher","MEX","AAA","33-35",78.1,0.37728938,2.08571429,0.20588235,0.53676471,0.25735294,0.15714286,0.05714286,0.47841727,0.22302158,0.29856115,0.06697819,458,826,1284,"842"
"Adam Wilk","DET","A,A-,A+,AA,AAA","21-30",1081.1,0.2971584,0.97335307,0.19698795,0.39608434,0.40692771,0.20947446,0.08290155,0.44093567,0.26959064,0.28947368,0.11726858,4682,9772,14454,"8421"
"Erik Davis","SDP","A,A-,A+,AA,AAA","21-31",776.1,0.32655827,1.47796143,0.17628205,0.49130037,0.33241758,0.2107438,0.07162534,0.45128432,0.22409212,0.32462356,0.16194133,3459,6699,10158,"8422"
"Jordan Norberto","ARI","A,A+,AA,AAA,R","19-28",482,0.32482599,0.95931478,0.15590406,0.41328413,0.43081181,0.22269807,0.07922912,0.44444444,0.22580645,0.3297491,0.1947462,1752,3311,5063,"8432"
"Bryan Price","BOS","A,A-,A+,AA,AAA","21-28",479.1,0.30774908,1.08455882,0.16,0.43703704,0.40296296,0.17463235,0.08639706,0.45649073,0.24322397,0.30028531,0.20335021,1539,3595,5134,"8436"
"Michael Brady","FLA","A,A-,A+,AA,AAA","23-31",574.1,0.31630769,0.97761194,0.17905824,0.40582404,0.41511772,0.22835821,0.0641791,0.40696279,0.24009604,0.35294118,0.13415893,2296,5456,7752,"8461"
"Jenrry Mejia","NYM","A-,A+,AA,AAA,R","17-29",466.1,0.28394104,2.07365439,0.14835165,0.57456829,0.27708006,0.16997167,0.07082153,0.41896024,0.25764526,0.3233945,0.18663279,1634,3483,5117,"8476"
"Robbie Weinhardt","DET","A-,A+,AA,AAA,R","22-27",338.2,0.29149378,1.68474576,0.17068063,0.52041885,0.30890052,0.20677966,0.0779661,0.38742394,0.24137931,0.37119675,0.13657984,1513,2902,4415,"8479"
"Buddy Boshers","LAA","A,A+,AA,AAA,R","20-31",578.2,0.3097455,1.47908745,0.17363752,0.49302915,0.33333333,0.12547529,0.07794677,0.44174757,0.22269417,0.33555825,0.17014238,2309,4644,6953,"8490"
"John Lamb","KCR","A,A+,AA,AAA,R","18-27",772,0.31066176,0.90309278,0.15630713,0.40036563,0.44332724,0.19690722,0.07731959,0.44138544,0.2535524,0.30506217,0.14295367,3438,6922,10360,"8493"
"John Ennis","DET","AA,AAA","26-30",239.1,0.3250366,1.08040201,0.18343195,0.42406312,0.39250493,0.27135678,0.09045226,0.46911197,0.24903475,0.28185328,0.10927914,912,1696,2608,"85"
"Danny Farquhar","TOR","A,A-,A+,AA,AAA","21-32",411,0.28347184,1.43055556,0.17218543,0.487228,0.34058657,0.23611111,0.075,0.43076923,0.24977376,0.31945701,0.17319076,1788,3449,5237,"8501"
"Jeff Beliveau","CHC","A,A-,A+,AA,AAA,R","21-31",525.1,0.29519071,0.9015444,0.18053245,0.38851913,0.43094842,0.23745174,0.06370656,0.35916061,0.27280065,0.36803874,0.19060161,2414,4800,7214,"8504"
"Michael Kohn","LAA","A,A+,AA,AAA,R","22-33",275.2,0.28496503,0.80149813,0.16347826,0.37217391,0.46434783,0.23970037,0.07865169,0.38448567,0.26475548,0.35075885,0.21456136,1308,2579,3887,"8505"
"Brian Wolfe","TOR","A+,AA,AAA","25-28",176.1,0.32755633,1.48695652,0.16860465,0.49709302,0.33430233,0.19130435,0.05217391,0.48305085,0.21751412,0.29943503,0.09336465,592,1111,1703,"8515"
"Carlos Rosa","KCR","A,A+,AA,AAA","21-31",481,0.30450581,1.51948052,0.16916488,0.50107066,0.32976445,0.18506494,0.07792208,0.40356394,0.23480084,0.36163522,0.12886,1502,2805,4307,"8529"
"Rob Wooten","MIL","A,A+,AA,AAA,R","22-33",501.2,0.308915,1.17169811,0.19846797,0.43245125,0.36908078,0.25660377,0.08679245,0.47545393,0.24344317,0.28110289,0.15482125,2193,4828,7021,"8532"
"Tyler Cloyd","PHI","A,A-,A+,AA,AAA,R","21-32",1145,0.30346232,1.10685335,0.17986231,0.43086632,0.38927137,0.19233604,0.09948416,0.4527879,0.23704119,0.31017092,0.12207792,4299,9561,13860,"8536"
"Bill Bray","WSN","A,A+,AA,AAA","23-30",96,0.3018018,1.05084746,0.18791946,0.41610738,0.39597315,0.22033898,0.05084746,0.44516129,0.22580645,0.32903226,0.17086835,369,702,1071,"8538"
"Alay Soler","NYM","A-,A+,AA,AAA","26-27",103,0.30877193,0.91525424,0.13076923,0.41538462,0.45384615,0.23728814,0.05084746,0.40909091,0.29545455,0.29545455,0.15100671,89,209,298,"8542"
"Chris Carpenter","CHC","A,A-,A+,AA,AAA,R","22-29",420,0.30820215,1.76404494,0.1703204,0.52951096,0.30016863,0.20505618,0.06741573,0.39544345,0.23840521,0.36615134,0.12185719,2265,3701,5966,"8556"
"Edgmer Escalona","COL","A,A+,AA,AAA,R","19-30",620,0.29533116,1.24657534,0.1758794,0.45728643,0.36683417,0.23592085,0.08371385,0.43797606,0.23177367,0.33025027,0.12940469,2688,5627,8315,"8574"
"Clay Zavada","ARI","A,AA,AAA,R","22-29",196.2,0.27272727,0.95808383,0.15503876,0.41343669,0.43152455,0.23952096,0.06586826,0.43765281,0.25183374,0.31051345,0.15176525,771,1410,2181,"8577"
"Justin Miller","TEX","A,A-,A+,AA,AAA,R","21-34",389.1,0.27484787,0.81497797,0.1643002,0.37525355,0.46044625,0.25330396,0.06828194,0.38331678,0.25521351,0.36146971,0.16190476,1720,3635,5355,"8580"
"Philip Humber","NYM","A+,AA,AAA,R","23-31",726.1,0.29319853,0.94068802,0.18525896,0.39492032,0.41982072,0.19217082,0.10794781,0.45045916,0.26147898,0.28806187,0.07318038,3712,6400,10112,"8586"
"Jeff Niemann","TBD","A+,AA,AAA","23-29",369,0.29503408,1.16981132,0.17857143,0.44285714,0.37857143,0.20125786,0.09119497,0.443539,0.26426077,0.29220023,0.09002741,1790,2953,4743,"8591"
"Phil Dumatrait","CIN","A-,AA,AAA,R","24-29",348.2,0.28014506,1.12643678,0.16791604,0.44077961,0.39130435,0.20306513,0.0651341,0.44460432,0.22589928,0.3294964,0.06781221,1292,1967,3259,"8598"
"John Foster","KCR","AA,AAA,R","29-30",32,0.33333333,1.4516129,0.14606742,0.50561798,0.34831461,0.16129032,0.19354839,0.40217391,0.29347826,0.30434783,0.24277457,111,235,346,"86"
"Dustin McGowan","TOR","A+,AA,AAA","24-34",200.1,0.2972973,1.20168067,0.17610063,0.44968553,0.37421384,0.18487395,0.04201681,0.41538462,0.26153846,0.32307692,0.15276968,639,1076,1715,"8600"
"Brandon Medders","ARI","AAA","26-30",120.2,0.32697548,1.20610687,0.18361582,0.44632768,0.3700565,0.17557252,0.09160305,0.46174863,0.25136612,0.28688525,0.08875441,753,1230,1983,"8604"
"Keiichi Yabu","MEX","AAA","37-40",39,0.32786885,1.06451613,0.22891566,0.39759036,0.37349398,0.16129032,0.12903226,0.34090909,0.29545455,0.36363636,0.07645875,204,293,497,"8624"
"Mike Bacsik","ARI","AAA","28-30",200,0.30213465,0.96598639,0.18591549,0.4,0.41408451,0.19047619,0.13605442,0.45152355,0.27146814,0.27700831,0.0862069,642,1156,1798,"863"
"John Bale","KCR","AA,AAA","33-35",36.2,0.32478632,1.06122449,0.1440678,0.44067797,0.41525424,0.2244898,0.08163265,0.43442623,0.24590164,0.31967213,0.10567515,148,363,511,"864"
"Armando Benitez","TOR","A+,AAA","35-37",24,0.24242424,0.79411765,0.11594203,0.39130435,0.49275362,0.20588235,0.17647059,0.39726027,0.34246575,0.26027397,0.14759036,109,223,332,"865"
"Luis Marte","DET","A,A+,AA,AAA,R","19-26",454,0.27864798,0.95493562,0.14540338,0.41744841,0.43714822,0.20815451,0.08369099,0.46354635,0.24122412,0.29522952,0.28486181,776,2408,3184,"8651"
"Brian Stokes","TBD","A+,AAA","26-31",298.2,0.30695187,1.17204301,0.2109375,0.42578125,0.36328125,0.23655914,0.0483871,0.42776735,0.21575985,0.3564728,0.10084681,949,1649,2598,"8653"
"Sam Demel","OAK","A,A+,AA,AAA","21-28",356.1,0.2971549,1.78545455,0.18336887,0.52345416,0.29317697,0.24727273,0.12363636,0.44626407,0.22824974,0.32548618,0.16611683,1926,3227,5153,"868"
"Jorge Campillo","SEA","A+,AA,AAA,R","27-33",391.2,0.30715397,1.11283186,0.1988255,0.42197987,0.37919463,0.18141593,0.0840708,0.50858545,0.2526574,0.23875715,0.0837853,1965,3382,5347,"8686"
"Mark Corey","NYY","AAA","31-32",113.2,0.3125,1.65517241,0.20618557,0.49484536,0.29896907,0.27586207,0.03448276,0.42990654,0.21495327,0.35514019,0.05743243,254,338,592,"870"
"Justin Verlander","DET","AA,AAA","32-40",13,0.36363636,0.66666667,0.19354839,0.32258065,0.48387097,0.4,0,0.51515152,0.3030303,0.18181818,0.13278008,70,171,241,"8700"
"Scott Barnes","SFG","A,A-,A+,AA,AAA,R","20-28",614.1,0.29932804,0.94714286,0.17293689,0.40230583,0.42475728,0.17142857,0.08857143,0.43301998,0.26380729,0.30317274,0.17619442,2364,4878,7242,"8718"
"Kane Davis","PHI","AAA","32-33",139.2,0.32458234,1.26712329,0.19660194,0.44902913,0.35436893,0.23287671,0.04109589,0.43467933,0.24465558,0.32066508,0.10735228,827,1390,2217,"872"
"Manny Acosta","ATL","AA,AAA","25-38",440.2,0.28630705,1.52769679,0.18744142,0.49109653,0.32146204,0.26239067,0.06413994,0.45677889,0.24476797,0.29845314,0.12755428,2387,3877,6264,"8725"
"Donovan Hand","MIL","A,A+,AA,AAA,R","21-31",870,0.31912645,1.37631027,0.19723796,0.46494334,0.3378187,0.18343816,0.09643606,0.454141,0.25770021,0.2881588,0.10129848,3841,7788,11629,"8728"
"Shawn Estes","SDP","A+,AAA,R","34-36",152,0.30188679,1.98518519,0.15866388,0.55949896,0.28183716,0.18518519,0.08148148,0.43852459,0.27459016,0.28688525,0.09939053,816,1317,2133,"873"
"Daniel Schlereth","ARI","A,A+,AA,AAA,R","22-32",234.1,0.29783694,2.11409396,0.19163763,0.54878049,0.25958188,0.24161074,0.03355705,0.50748752,0.20798669,0.28452579,0.12834225,1653,2274,3927,"8739"
"Zack Segovia","PHI","A,A+,AA,AAA,R","23-36",947.2,0.32088566,1.08383838,0.18167394,0.42562475,0.39270131,0.2010101,0.07676768,0.45765974,0.24711316,0.2952271,0.11903441,3854,6958,10812,"8742"
"Eric Hacker","NYY","A,A+,AA,AAA","24-29",879.2,0.31366801,1.37065217,0.19963303,0.46275229,0.33761468,0.21086957,0.07826087,0.4421015,0.24624732,0.31165118,0.10945098,3951,7360,11311,"8743"
"Tanner Roark","TEX","A+,AA,AAA,R","21-34",710.1,0.30407371,1.24310118,0.17216295,0.45877789,0.36905917,0.18134034,0.07358739,0.44491726,0.25437352,0.30070922,0.12563575,3094,6147,9241,"8753"
"Wade Miley","ARI","A,A-,A+,AA,AAA","21-36",478.2,0.31693605,2.21253406,0.16025641,0.57834758,0.26139601,0.18256131,0.07629428,0.4624397,0.23156444,0.30599586,0.15410385,1751,3622,5373,"8779"
"Andrew Cashner","CHC","A-,A+,AA,AAA,R","21-29",218,0.27287854,1.53608247,0.16610169,0.50508475,0.32881356,0.22680412,0.03092784,0.40562914,0.24172185,0.35264901,0.12972421,1047,1890,2937,"8782"
"Elih Villanueva","FLA","A-,A+,AA,AAA,R","21-30",1088.1,0.29211837,0.97150799,0.17240373,0.40781797,0.4197783,0.19249479,0.07574705,0.42763533,0.26581197,0.30655271,0.10866205,5037,9844,14881,"8796"
"Ryan Perry","DET","A+,AA,AAA,R","21-28",230.2,0.29657228,1.31932773,0.1761194,0.46865672,0.35522388,0.16386555,0.07563025,0.45784884,0.22093023,0.32122093,0.09785933,1342,2255,3597,"8799"
"Wilking Rodriguez","TBD","A,A-,A+,AA,AAA,R","17-33",352.1,0.29652352,0.99520384,0.14666667,0.42564103,0.42769231,0.21582734,0.06714628,0.43638171,0.25049702,0.31312127,0.26207362,740,2221,2961,"8801"
"Oliver Drake","BAL","A,A-,A+,AA,AAA,R","21-32",676.2,0.30266739,1.44749596,0.16620804,0.49312053,0.34067144,0.20193861,0.07592892,0.47664544,0.21815287,0.3052017,0.19543327,2050,5001,7051,"8823"
"Antonio Bastardo","PHI","A,A+,AA,AAA,R","20-31",303.1,0.27176781,0.68481375,0.14905933,0.34587554,0.50506512,0.21203438,0.06303725,0.40083799,0.25977654,0.33938547,0.2674913,711,1876,2587,"8844"
"Arcenio Leon","HOU","A,AA,AAA,R","19-32",692.1,0.31271145,2.26694045,0.1691906,0.57650131,0.25430809,0.19917864,0.0862423,0.41787319,0.24563155,0.33649526,0.13980263,3440,5680,9120,"8846"
"Scott Maine","ARI","A-,A+,AA,AAA,R","22-30",302,0.31111111,1.43396226,0.18250951,0.48162231,0.33586819,0.21132075,0.06415094,0.42891859,0.2490887,0.32199271,0.11987727,1732,2831,4563,"885"
"Brandon Beachy","ATL","A,A+,AA,AAA,R","21-32",357.2,0.30020284,1.04485488,0.19186653,0.41293014,0.39520334,0.23218997,0.06332454,0.38430983,0.26017875,0.35551142,0.13782757,1673,3326,4999,"8851"
"Ryan Cook","ARI","A,A-,A+,AA,AAA,R","21-31",448.1,0.30162413,1.86133333,0.16040689,0.54616588,0.29342723,0.16533333,0.05866667,0.41400304,0.20319635,0.38280061,0.17765843,1430,3225,4655,"8855"
"Kris Johnson","BOS","A-,A+,AA,AAA","21-29",939,0.30784913,1.40208333,0.191161,0.47211505,0.33672396,0.21041667,0.08333333,0.44399047,0.22642152,0.32958801,0.11264997,4487,7932,12419,"886"
"Scott Carroll","CIN","A,A+,AA,AAA,R","22-33",866,0.30358398,1.96941489,0.19560519,0.53350144,0.27089337,0.15691489,0.08776596,0.50280899,0.2380618,0.25912921,0.10229701,3902,7330,11232,"888"
"Matt Reynolds","COL","A,A-,A+,AA,AAA","22-32",320.2,0.29357798,1.32459016,0.17939815,0.46759259,0.35300926,0.2295082,0.07540984,0.43064877,0.25279642,0.31655481,0.17571721,1167,2757,3904,"8887"
"David Martinez","HOU","A,A-,A+,AA,AAA,R","18-29",989,0.31381958,1.23433243,0.16723087,0.46005416,0.37271496,0.19891008,0.08265213,0.45773263,0.23885976,0.3034076,0.14178832,3406,7554,10960,"8893"
"Mauricio Robles","DET/FLA","A,A+,AA,AAA,R","17-24",610,0.28423773,0.88405797,0.13448735,0.40612517,0.45938748,0.27391304,0.05797101,0.39896373,0.24935233,0.35168394,0.1739922,2817,4873,7690,"8895"
"Aneury Rodriguez","COL","A,A-,A+,AA,AAA","18-24",742.2,0.31882086,0.82681564,0.17632242,0.37279597,0.45088161,0.23575419,0.07597765,0.43823529,0.25539216,0.30637255,0.1439567,2802,5513,8315,"8948"
"Jae Weong Seo","TBD","AAA","30-30",97.2,0.29900332,0.96825397,0.15932203,0.41355932,0.42711864,0.15873016,0.06349206,0.42071197,0.30420712,0.27508091,0.0745614,453,915,1368,"895"
"Blake Hawksworth","STL","A+,AA,AAA,R","23-29",467.2,0.30348259,1.26011561,0.16985138,0.46284501,0.36730361,0.19942197,0.11271676,0.48762887,0.22989691,0.28247423,0.0989355,1800,2991,4791,"8963"
"Scott Strickland","PIT","AAA","30-34",240,0.29439252,0.93048128,0.19599109,0.38752784,0.41648107,0.2513369,0.09090909,0.4248366,0.24400871,0.33115468,0.09332024,1140,1960,3054,"897"
"Arquimedes Caminero","FLA","A,A-,A+,AA,AAA,R","19-32",411.1,0.30725191,1.01256281,0.16908714,0.41804979,0.41286307,0.2160804,0.0678392,0.45445445,0.25725726,0.28828829,0.21026258,1691,3298,4989,"8992"
